"","record_id","month","day","year","plot_id","species_id","sex","hindfoot_length","weight","genus","species","taxa","plot_type"
"1772",25515,4,12,1997,2,"PM","F",22,24,"Peromyscus","maniculatus","Rodent","Control"
"1773",25751,5,10,1997,2,"PM","F",21,26,"Peromyscus","maniculatus","Rodent","Control"
"1774",25769,5,10,1997,2,"PM","M",21,22,"Peromyscus","maniculatus","Rodent","Control"
"1775",25788,5,10,1997,2,"PM","F",20,13,"Peromyscus","maniculatus","Rodent","Control"
"1776",25998,6,9,1997,2,"PM","F",21,29,"Peromyscus","maniculatus","Rodent","Control"
"1777",27031,10,25,1997,2,"PM","M",21,17,"Peromyscus","maniculatus","Rodent","Control"
"1778",28654,10,24,1998,2,"PM","F",21,21,"Peromyscus","maniculatus","Rodent","Control"
"1779",29171,2,20,1999,2,"PM","M",20,24,"Peromyscus","maniculatus","Rodent","Control"
"1780",29172,2,20,1999,2,"PM","F",20,24,"Peromyscus","maniculatus","Rodent","Control"
"1781",29306,3,14,1999,2,"PM","M",21,22,"Peromyscus","maniculatus","Rodent","Control"
"1782",29309,3,14,1999,2,"PM","F",20,23,"Peromyscus","maniculatus","Rodent","Control"
"1783",29569,5,15,1999,2,"PM","F",20,21,"Peromyscus","maniculatus","Rodent","Control"
"1784",16382,7,30,1989,2,"RF","F",17,16,"Reithrodontomys","fulvescens","Rodent","Control"
"1785",19121,10,10,1991,2,"BA","M",13,6,"Baiomys","taylori","Rodent","Control"
"1786",35402,12,29,2002,2,"RO","F",15,12,"Reithrodontomys","montanus","Rodent","Control"
"1787",19217,11,13,1991,2,"SO","F",21,42,"Sigmodon","ochrognathus","Rodent","Control"
"1788",19655,2,6,1992,2,"SO","F",26,51,"Sigmodon","ochrognathus","Rodent","Control"
"1789",19961,5,2,1992,2,"SO","F",30,82,"Sigmodon","ochrognathus","Rodent","Control"
"1790",20267,8,29,1992,2,"SO","F",25,15,"Sigmodon","ochrognathus","Rodent","Control"
"1791",21226,11,13,1993,2,"SO","F",25,70,"Sigmodon","ochrognathus","Rodent","Control"
"1792",25790,5,10,1997,2,"SO","F",28,100,"Sigmodon","ochrognathus","Rodent","Control"
"1793",25820,5,10,1997,2,"SO","F",22,21,"Sigmodon","ochrognathus","Rodent","Control"
"1794",23239,1,27,1996,2,"PB","M",29,46,"Chaetodipus","baileyi","Rodent","Control"
"1795",24052,6,13,1996,2,"PB","M",26,26,"Chaetodipus","baileyi","Rodent","Control"
"1796",24216,7,20,1996,2,"PB","F",26,24,"Chaetodipus","baileyi","Rodent","Control"
"1797",24423,9,21,1996,2,"PB","M",26,36,"Chaetodipus","baileyi","Rodent","Control"
"1798",24440,9,21,1996,2,"PB","F",25,24,"Chaetodipus","baileyi","Rodent","Control"
"1799",24452,9,21,1996,2,"PB","M",25,32,"Chaetodipus","baileyi","Rodent","Control"
"1800",24571,10,12,1996,2,"PB","M",27,37,"Chaetodipus","baileyi","Rodent","Control"
"1801",24579,10,12,1996,2,"PB","M",26,26,"Chaetodipus","baileyi","Rodent","Control"
"1802",24595,10,12,1996,2,"PB","M",28,38,"Chaetodipus","baileyi","Rodent","Control"
"1803",24692,11,16,1996,2,"PB","M",28,30,"Chaetodipus","baileyi","Rodent","Control"
"1804",24717,11,16,1996,2,"PB","M",25,27,"Chaetodipus","baileyi","Rodent","Control"
"1805",24794,12,18,1996,2,"PB","M",27,34,"Chaetodipus","baileyi","Rodent","Control"
"1806",24845,12,18,1996,2,"PB","F",24,26,"Chaetodipus","baileyi","Rodent","Control"
"1807",24850,12,18,1996,2,"PB","M",27,44,"Chaetodipus","baileyi","Rodent","Control"
"1808",24921,2,8,1997,2,"PB","M",22,32,"Chaetodipus","baileyi","Rodent","Control"
"1809",24995,2,8,1997,2,"PB","M",28,37,"Chaetodipus","baileyi","Rodent","Control"
"1810",24999,2,8,1997,2,"PB","F",27,38,"Chaetodipus","baileyi","Rodent","Control"
"1811",25007,2,8,1997,2,"PB","M",26,43,"Chaetodipus","baileyi","Rodent","Control"
"1812",25020,2,8,1997,2,"PB","M",27,39,"Chaetodipus","baileyi","Rodent","Control"
"1813",25194,3,15,1997,2,"PB","M",27,38,"Chaetodipus","baileyi","Rodent","Control"
"1814",25265,3,15,1997,2,"PB","M",25,40,"Chaetodipus","baileyi","Rodent","Control"
"1815",25490,4,12,1997,2,"PB","M",21,31,"Chaetodipus","baileyi","Rodent","Control"
"1816",25815,5,10,1997,2,"PB","M",25,17,"Chaetodipus","baileyi","Rodent","Control"
"1817",26012,6,9,1997,2,"PB","F",24,24,"Chaetodipus","baileyi","Rodent","Control"
"1818",26020,6,9,1997,2,"PB","M",27,42,"Chaetodipus","baileyi","Rodent","Control"
"1819",26024,6,9,1997,2,"PB","M",26,34,"Chaetodipus","baileyi","Rodent","Control"
"1820",26333,7,9,1997,2,"PB","F",22,17,"Chaetodipus","baileyi","Rodent","Control"
"1821",26351,7,9,1997,2,"PB","M",27,37,"Chaetodipus","baileyi","Rodent","Control"
"1822",26465,7,9,1997,2,"PB","F",26,23,"Chaetodipus","baileyi","Rodent","Control"
"1823",26488,7,9,1997,2,"PB","F",26,28,"Chaetodipus","baileyi","Rodent","Control"
"1824",26590,7,29,1997,2,"PB","F",25,27,"Chaetodipus","baileyi","Rodent","Control"
"1825",26796,9,27,1997,2,"PB","F",26,28,"Chaetodipus","baileyi","Rodent","Control"
"1826",26860,9,27,1997,2,"PB","F",26,29,"Chaetodipus","baileyi","Rodent","Control"
"1827",26863,9,27,1997,2,"PB","M",26,40,"Chaetodipus","baileyi","Rodent","Control"
"1828",26869,9,27,1997,2,"PB","F",26,27,"Chaetodipus","baileyi","Rodent","Control"
"1829",26995,10,25,1997,2,"PB","F",26,29,"Chaetodipus","baileyi","Rodent","Control"
"1830",27018,10,25,1997,2,"PB","F",25,27,"Chaetodipus","baileyi","Rodent","Control"
"1831",27034,10,25,1997,2,"PB","M",27,45,"Chaetodipus","baileyi","Rodent","Control"
"1832",27053,10,25,1997,2,"PB","F",26,27,"Chaetodipus","baileyi","Rodent","Control"
"1833",27209,11,22,1997,2,"PB","F",26,25,"Chaetodipus","baileyi","Rodent","Control"
"1834",27256,11,22,1997,2,"PB","M",27,41,"Chaetodipus","baileyi","Rodent","Control"
"1835",27280,11,22,1997,2,"PB","F",25,27,"Chaetodipus","baileyi","Rodent","Control"
"1836",27291,11,22,1997,2,"PB","M",27,30,"Chaetodipus","baileyi","Rodent","Control"
"1837",27347,12,28,1997,2,"PB","F",26,28,"Chaetodipus","baileyi","Rodent","Control"
"1838",27474,1,31,1998,2,"PB","M",27,42,"Chaetodipus","baileyi","Rodent","Control"
"1839",27733,3,29,1998,2,"PB","M",27,30,"Chaetodipus","baileyi","Rodent","Control"
"1840",28326,8,22,1998,2,"PB","F",25,28,"Chaetodipus","baileyi","Rodent","Control"
"1841",28330,8,22,1998,2,"PB","F",26,33,"Chaetodipus","baileyi","Rodent","Control"
"1842",28560,9,20,1998,2,"PB","F",26,35,"Chaetodipus","baileyi","Rodent","Control"
"1843",28655,10,24,1998,2,"PB","M",23,26,"Chaetodipus","baileyi","Rodent","Control"
"1844",28657,10,24,1998,2,"PB","F",27,29,"Chaetodipus","baileyi","Rodent","Control"
"1845",28665,10,24,1998,2,"PB","F",25,32,"Chaetodipus","baileyi","Rodent","Control"
"1846",28804,11,21,1998,2,"PB","F",26,27,"Chaetodipus","baileyi","Rodent","Control"
"1847",29571,5,15,1999,2,"PB","F",26,18,"Chaetodipus","baileyi","Rodent","Control"
"1848",29575,5,15,1999,2,"PB","F",26,24,"Chaetodipus","baileyi","Rodent","Control"
"1849",29705,6,12,1999,2,"PB","F",25,25,"Chaetodipus","baileyi","Rodent","Control"
"1850",29864,10,9,1999,2,"PB","F",26,22,"Chaetodipus","baileyi","Rodent","Control"
"1851",29946,11,6,1999,2,"PB","M",27,38,"Chaetodipus","baileyi","Rodent","Control"
"1852",30068,12,5,1999,2,"PB","M",27,38,"Chaetodipus","baileyi","Rodent","Control"
"1853",30070,12,5,1999,2,"PB","M",26,41,"Chaetodipus","baileyi","Rodent","Control"
"1854",30169,1,8,2000,2,"PB","F",25,24,"Chaetodipus","baileyi","Rodent","Control"
"1855",30176,1,8,2000,2,"PB","M",26,27,"Chaetodipus","baileyi","Rodent","Control"
"1856",30297,2,5,2000,2,"PB","M",26,30,"Chaetodipus","baileyi","Rodent","Control"
"1857",30298,2,5,2000,2,"PB","M",26,46,"Chaetodipus","baileyi","Rodent","Control"
"1858",30299,2,5,2000,2,"PB","F",25,29,"Chaetodipus","baileyi","Rodent","Control"
"1859",30300,2,5,2000,2,"PB","F",26,42,"Chaetodipus","baileyi","Rodent","Control"
"1860",30433,3,4,2000,2,"PB","F",26,42,"Chaetodipus","baileyi","Rodent","Control"
"1861",30436,3,4,2000,2,"PB","M",26,30,"Chaetodipus","baileyi","Rodent","Control"
"1862",30437,3,4,2000,2,"PB","M",26,47,"Chaetodipus","baileyi","Rodent","Control"
"1863",30438,3,4,2000,2,"PB","F",27,42,"Chaetodipus","baileyi","Rodent","Control"
"1864",30440,3,4,2000,2,"PB","F",25,26,"Chaetodipus","baileyi","Rodent","Control"
"1865",30441,3,4,2000,2,"PB","F",25,31,"Chaetodipus","baileyi","Rodent","Control"
"1866",30607,4,30,2000,2,"PB","M",26,45,"Chaetodipus","baileyi","Rodent","Control"
"1867",30610,4,30,2000,2,"PB","F",25,31,"Chaetodipus","baileyi","Rodent","Control"
"1868",30611,4,30,2000,2,"PB","M",26,41,"Chaetodipus","baileyi","Rodent","Control"
"1869",30731,6,3,2000,2,"PB","M",26,18,"Chaetodipus","baileyi","Rodent","Control"
"1870",30732,6,3,2000,2,"PB","M",27,43,"Chaetodipus","baileyi","Rodent","Control"
"1871",30734,6,3,2000,2,"PB","M",27,29,"Chaetodipus","baileyi","Rodent","Control"
"1872",30735,6,3,2000,2,"PB","M",27,27,"Chaetodipus","baileyi","Rodent","Control"
"1873",30736,6,3,2000,2,"PB","F",25,33,"Chaetodipus","baileyi","Rodent","Control"
"1874",30737,6,3,2000,2,"PB","F",26,40,"Chaetodipus","baileyi","Rodent","Control"
"1875",30910,7,1,2000,2,"PB","M",26,21,"Chaetodipus","baileyi","Rodent","Control"
"1876",30911,7,1,2000,2,"PB","M",26,46,"Chaetodipus","baileyi","Rodent","Control"
"1877",30914,7,1,2000,2,"PB","F",25,38,"Chaetodipus","baileyi","Rodent","Control"
"1878",30916,7,1,2000,2,"PB","M",27,35,"Chaetodipus","baileyi","Rodent","Control"
"1879",30917,7,1,2000,2,"PB","M",25,25,"Chaetodipus","baileyi","Rodent","Control"
"1880",30918,7,1,2000,2,"PB","M",27,24,"Chaetodipus","baileyi","Rodent","Control"
"1881",30919,7,1,2000,2,"PB","F",26,30,"Chaetodipus","baileyi","Rodent","Control"
"1882",30920,7,1,2000,2,"PB","F",25,19,"Chaetodipus","baileyi","Rodent","Control"
"1883",31104,7,22,2000,2,"PB","M",27,47,"Chaetodipus","baileyi","Rodent","Control"
"1884",31105,7,22,2000,2,"PB","M",26,31,"Chaetodipus","baileyi","Rodent","Control"
"1885",31109,7,22,2000,2,"PB","F",26,25,"Chaetodipus","baileyi","Rodent","Control"
"1886",31110,7,22,2000,2,"PB","M",26,29,"Chaetodipus","baileyi","Rodent","Control"
"1887",31205,8,25,2000,2,"PB","M",27,48,"Chaetodipus","baileyi","Rodent","Control"
"1888",31206,8,25,2000,2,"PB","M",27,34,"Chaetodipus","baileyi","Rodent","Control"
"1889",31210,8,25,2000,2,"PB","M",27,31,"Chaetodipus","baileyi","Rodent","Control"
"1890",31212,8,25,2000,2,"PB","M",26,32,"Chaetodipus","baileyi","Rodent","Control"
"1891",31216,8,25,2000,2,"PB","M",27,32,"Chaetodipus","baileyi","Rodent","Control"
"1892",31381,9,30,2000,2,"PB","M",26,43,"Chaetodipus","baileyi","Rodent","Control"
"1893",31382,9,30,2000,2,"PB","M",26,31,"Chaetodipus","baileyi","Rodent","Control"
"1894",31383,9,30,2000,2,"PB","M",27,33,"Chaetodipus","baileyi","Rodent","Control"
"1895",31385,9,30,2000,2,"PB","M",26,31,"Chaetodipus","baileyi","Rodent","Control"
"1896",31390,9,30,2000,2,"PB","M",26,30,"Chaetodipus","baileyi","Rodent","Control"
"1897",31513,11,25,2000,2,"PB","M",27,34,"Chaetodipus","baileyi","Rodent","Control"
"1898",31514,11,25,2000,2,"PB","M",27,33,"Chaetodipus","baileyi","Rodent","Control"
"1899",31626,12,22,2000,2,"PB","M",26,38,"Chaetodipus","baileyi","Rodent","Control"
"1900",31629,12,22,2000,2,"PB","M",26,41,"Chaetodipus","baileyi","Rodent","Control"
"1901",31631,12,22,2000,2,"PB","M",26,34,"Chaetodipus","baileyi","Rodent","Control"
"1902",31719,1,21,2001,2,"PB","M",26,42,"Chaetodipus","baileyi","Rodent","Control"
"1903",31720,1,21,2001,2,"PB","M",27,41,"Chaetodipus","baileyi","Rodent","Control"
"1904",31793,3,3,2001,2,"PB","M",26,41,"Chaetodipus","baileyi","Rodent","Control"
"1905",31857,3,24,2001,2,"PB","M",26,40,"Chaetodipus","baileyi","Rodent","Control"
"1906",32166,6,25,2001,2,"PB","M",27,36,"Chaetodipus","baileyi","Rodent","Control"
"1907",32382,8,25,2001,2,"PB","F",26,32,"Chaetodipus","baileyi","Rodent","Control"
"1908",32600,9,22,2001,2,"PB","M",27,40,"Chaetodipus","baileyi","Rodent","Control"
"1909",32603,9,22,2001,2,"PB","F",27,34,"Chaetodipus","baileyi","Rodent","Control"
"1910",32825,10,13,2001,2,"PB","M",27,41,"Chaetodipus","baileyi","Rodent","Control"
"1911",32826,10,13,2001,2,"PB","F",26,32,"Chaetodipus","baileyi","Rodent","Control"
"1912",33031,11,17,2001,2,"PB","F",26,32,"Chaetodipus","baileyi","Rodent","Control"
"1913",33037,11,17,2001,2,"PB","M",28,41,"Chaetodipus","baileyi","Rodent","Control"
"1914",33038,11,17,2001,2,"PB","F",26,35,"Chaetodipus","baileyi","Rodent","Control"
"1915",33039,11,17,2001,2,"PB","F",27,31,"Chaetodipus","baileyi","Rodent","Control"
"1916",33235,12,15,2001,2,"PB","M",28,43,"Chaetodipus","baileyi","Rodent","Control"
"1917",33236,12,15,2001,2,"PB","F",27,34,"Chaetodipus","baileyi","Rodent","Control"
"1918",33337,1,12,2002,2,"PB","M",28,47,"Chaetodipus","baileyi","Rodent","Control"
"1919",33338,1,12,2002,2,"PB","F",26,30,"Chaetodipus","baileyi","Rodent","Control"
"1920",33404,2,9,2002,2,"PB","M",27,54,"Chaetodipus","baileyi","Rodent","Control"
"1921",33408,2,9,2002,2,"PB","M",28,41,"Chaetodipus","baileyi","Rodent","Control"
"1922",33409,2,9,2002,2,"PB","M",27,49,"Chaetodipus","baileyi","Rodent","Control"
"1923",33414,2,9,2002,2,"PB","F",27,31,"Chaetodipus","baileyi","Rodent","Control"
"1924",33588,3,13,2002,2,"PB","F",26,32,"Chaetodipus","baileyi","Rodent","Control"
"1925",33834,4,17,2002,2,"PB","F",26,34,"Chaetodipus","baileyi","Rodent","Control"
"1926",33841,4,17,2002,2,"PB","M",27,42,"Chaetodipus","baileyi","Rodent","Control"
"1927",33954,5,15,2002,2,"PB","M",26,17,"Chaetodipus","baileyi","Rodent","Control"
"1928",33955,5,15,2002,2,"PB","F",25,19,"Chaetodipus","baileyi","Rodent","Control"
"1929",33956,5,15,2002,2,"PB","F",26,41,"Chaetodipus","baileyi","Rodent","Control"
"1930",33962,5,15,2002,2,"PB","F",26,19,"Chaetodipus","baileyi","Rodent","Control"
"1931",33964,5,15,2002,2,"PB","F",27,34,"Chaetodipus","baileyi","Rodent","Control"
"1932",34195,6,15,2002,2,"PB","M",28,32,"Chaetodipus","baileyi","Rodent","Control"
"1933",34196,6,15,2002,2,"PB","F",26,45,"Chaetodipus","baileyi","Rodent","Control"
"1934",34424,7,13,2002,2,"PB","F",25,34,"Chaetodipus","baileyi","Rodent","Control"
"1935",34427,7,13,2002,2,"PB","F",25,26,"Chaetodipus","baileyi","Rodent","Control"
"1936",34429,7,13,2002,2,"PB","M",26,35,"Chaetodipus","baileyi","Rodent","Control"
"1937",34775,10,5,2002,2,"PB","F",26,21,"Chaetodipus","baileyi","Rodent","Control"
"1938",34776,10,5,2002,2,"PB","F",26,27,"Chaetodipus","baileyi","Rodent","Control"
"1939",34777,10,5,2002,2,"PB","M",27,42,"Chaetodipus","baileyi","Rodent","Control"
"1940",34778,10,5,2002,2,"PB","F",26,27,"Chaetodipus","baileyi","Rodent","Control"
"1941",34780,10,5,2002,2,"PB","M",26,38,"Chaetodipus","baileyi","Rodent","Control"
"1942",34782,10,5,2002,2,"PB","M",27,40,"Chaetodipus","baileyi","Rodent","Control"
"1943",34982,11,9,2002,2,"PB","F",27,27,"Chaetodipus","baileyi","Rodent","Control"
"1944",34986,11,9,2002,2,"PB","M",28,44,"Chaetodipus","baileyi","Rodent","Control"
"1945",34989,11,9,2002,2,"PB","F",25,27,"Chaetodipus","baileyi","Rodent","Control"
"1946",35203,12,7,2002,2,"PB","F",27,27,"Chaetodipus","baileyi","Rodent","Control"
"1947",35205,12,7,2002,2,"PB","F",25,28,"Chaetodipus","baileyi","Rodent","Control"
"1948",35206,12,7,2002,2,"PB","F",26,28,"Chaetodipus","baileyi","Rodent","Control"
"1949",35207,12,7,2002,2,"PB","M",27,38,"Chaetodipus","baileyi","Rodent","Control"
"1950",35208,12,7,2002,2,"PB","M",27,43,"Chaetodipus","baileyi","Rodent","Control"
"1951",35211,12,7,2002,2,"PB","M",26,41,"Chaetodipus","baileyi","Rodent","Control"
"1952",35394,12,29,2002,2,"PB","M",26,49,"Chaetodipus","baileyi","Rodent","Control"
"1953",35396,12,29,2002,2,"PB","M",27,46,"Chaetodipus","baileyi","Rodent","Control"
"1954",35398,12,29,2002,2,"PB","F",26,27,"Chaetodipus","baileyi","Rodent","Control"
"1955",35399,12,29,2002,2,"PB","F",27,29,"Chaetodipus","baileyi","Rodent","Control"
"1956",35400,12,29,2002,2,"PB","M",26,36,"Chaetodipus","baileyi","Rodent","Control"
"1957",35403,12,29,2002,2,"PB","M",27,39,"Chaetodipus","baileyi","Rodent","Control"
"1958",35405,12,29,2002,2,"PB","F",26,26,"Chaetodipus","baileyi","Rodent","Control"
"1959",35406,12,29,2002,2,"PB","M",26,44,"Chaetodipus","baileyi","Rodent","Control"
"1960",35407,12,29,2002,2,"PB","M",27,37,"Chaetodipus","baileyi","Rodent","Control"
"1961",655,3,11,1978,3,"NL","M",32,232,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"1962",1083,7,8,1978,3,"NL","F",34,115,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"1963",1087,7,8,1978,3,"NL","M",34,190,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"1964",1250,9,4,1978,3,"NL","F",34,141,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"1965",3089,6,23,1980,3,"NL","F",32,150,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"1966",3216,8,14,1980,3,"NL","F",33,154,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"1967",4940,10,26,1981,3,"NL","M",34,195,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"1968",5163,1,1,1982,3,"NL","F",34,163,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"1969",5389,2,23,1982,3,"NL","F",33,145,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"1970",5403,2,23,1982,3,"NL","M",35,211,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"1971",5612,3,30,1982,3,"NL","F",31,103,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"1972",5783,4,29,1982,3,"NL","M",33,114,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"1973",5938,5,22,1982,3,"NL","M",35,136,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"1974",5981,6,28,1982,3,"NL","M",35,173,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"1975",7057,11,22,1982,3,"NL","M",33,200,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"1976",7896,5,15,1983,3,"NL","F",33,110,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"1977",8002,6,18,1983,3,"NL","F",32,150,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"1978",8480,10,16,1983,3,"NL","M",34,226,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"1979",8857,2,5,1984,3,"NL","F",34,164,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"1980",8870,2,5,1984,3,"NL","M",36,241,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"1981",9031,4,10,1984,3,"NL","M",34,250,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"1982",9122,5,13,1984,3,"NL","M",33,220,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"1983",9428,8,1,1984,3,"NL","M",34,206,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"1984",9497,8,26,1984,3,"NL","M",33,211,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"1985",9573,9,30,1984,3,"NL","M",35,222,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"1986",9991,2,17,1985,3,"NL","F",31,141,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"1987",10085,3,17,1985,3,"NL","F",31,153,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"1988",10282,4,21,1985,3,"NL","M",33,103,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"1989",10691,8,20,1985,3,"NL","M",32,157,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"1990",11014,11,17,1985,3,"NL","F",30,146,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"1991",11151,12,8,1985,3,"NL","F",30,150,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"1992",11174,12,8,1985,3,"NL","M",33,225,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"1993",11302,3,9,1986,3,"NL","F",30,173,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"1994",11395,4,13,1986,3,"NL","F",30,176,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"1995",11500,5,11,1986,3,"NL","M",31,138,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"1996",11586,6,5,1986,3,"NL","F",32,174,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"1997",11592,6,5,1986,3,"NL","M",32,123,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"1998",11848,9,7,1986,3,"NL","F",30,172,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"1999",12120,12,15,1986,3,"NL","F",29,177,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"2000",12390,3,2,1987,3,"NL","F",33,176,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"2001",12550,4,6,1987,3,"NL","F",32,199,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"2002",12673,4,26,1987,3,"NL","F",29,69,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"2003",12739,5,28,1987,3,"NL","F",30,192,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"2004",13429,9,27,1987,3,"NL","M",32,140,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"2005",13435,9,27,1987,3,"NL","M",35,179,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"2006",13567,10,25,1987,3,"NL","M",33,180,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"2007",13734,11,22,1987,3,"NL","F",34,161,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"2008",13769,11,22,1987,3,"NL","M",33,186,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"2009",13940,1,24,1988,3,"NL","M",33,209,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"2010",14284,3,21,1988,3,"NL","M",32,226,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"2011",15239,12,14,1988,3,"NL","M",33,196,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"2012",15412,1,11,1989,3,"NL","M",31,198,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"2013",15589,2,5,1989,3,"NL","M",33,197,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"2014",15802,3,14,1989,3,"NL","M",33,192,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"2015",15845,4,1,1989,3,"NL","M",33,196,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"2016",16060,5,11,1989,3,"NL","M",33,203,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"2017",16462,9,4,1989,3,"NL","M",34,208,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"2018",16835,12,5,1989,3,"NL","F",33,161,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"2019",18780,6,14,1991,3,"NL","M",30,126,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"2020",18876,7,13,1991,3,"NL","M",32,71,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"2021",19500,12,8,1991,3,"NL","F",35,166,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"2022",19593,1,9,1992,3,"NL","F",32,166,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"2023",19681,2,7,1992,3,"NL","F",35,174,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"2024",20051,5,31,1992,3,"NL","F",30,70,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"2025",20054,5,31,1992,3,"NL","M",29,66,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"2026",20055,5,31,1992,3,"NL","F",29,75,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"2027",20743,3,18,1993,3,"NL","M",32,86,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"2028",20746,3,18,1993,3,"NL","F",38,93,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"2029",20806,4,24,1993,3,"NL","F",30,90,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"2030",20808,4,24,1993,3,"NL","F",31,83,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"2031",20865,5,23,1993,3,"NL","M",30,62,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"2032",20940,6,19,1993,3,"NL","M",30,41,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"2033",21129,9,17,1993,3,"NL","M",35,137,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"2034",21184,10,16,1993,3,"NL","M",32,144,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"2035",21247,11,14,1993,3,"NL","M",35,150,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"2036",21299,12,15,1993,3,"NL","M",32,161,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"2037",21345,2,2,1994,3,"NL","M",32,165,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"2038",21406,2,21,1994,3,"NL","M",35,171,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"2039",21408,2,21,1994,3,"NL","M",35,170,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"2040",21527,4,11,1994,3,"NL","M",34,180,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"2041",21735,8,18,1994,3,"NL","M",35,183,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"2042",30501,3,5,2000,3,"NL","F",32,171,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
"2043",63,8,19,1977,3,"DM","M",35,40,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
